Instance ID,Pattern,mg-ca,mg-ce,Number of Classes,cg-na,cg-npm,TD,Minor,Major,Critical
138,(Object)Adapter,2,6,1,10,7,0,0,0,0
139,(Object)Adapter,2,18,1,32,19,0,0,0,0
140,(Object)Adapter,17,10,2,8,18,0,0,0,0
141,(Object)Adapter,40,14,2,7,20,0,0,0,0
142,(Object)Adapter,755,24,2,2,58,0,0,0,0
143,(Object)Adapter,755,27,2,4,62,0,0,0,0
144,(Object)Adapter,755,27,2,4,62,0,0,0,0
145,(Object)Adapter,755,27,2,4,62,0,0,0,0
146,(Object)Adapter,755,28,2,4,62,0,0,0,0
147,(Object)Adapter,755,28,2,4,62,0,0,0,0
148,(Object)Adapter,755,28,2,4,60,0,0,0,0
149,(Object)Adapter,755,23,2,2,58,0,0,0,0
150,(Object)Adapter,755,23,2,2,58,0,0,0,0
151,(Object)Adapter,755,24,2,2,57,0,0,0,0
152,(Object)Adapter,755,23,2,2,58,0,0,0,0
153,(Object)Adapter,755,23,2,2,58,0,0,0,0
154,(Object)Adapter,755,23,2,2,61,0,0,0,0
155,(Object)Adapter,755,23,2,2,61,0,0,0,0
156,(Object)Adapter,755,23,2,2,61,0,0,0,0
157,(Object)Adapter,755,23,2,2,61,0,0,0,0
158,(Object)Adapter,755,24,2,2,59,0,0,0,0
159,(Object)Adapter,755,24,2,2,58,0,0,0,0
160,(Object)Adapter,755,23,2,2,58,0,0,0,0
161,(Object)Adapter,755,24,2,2,57,0,0,0,0
162,(Object)Adapter,755,23,2,2,58,0,0,0,0
163,(Object)Adapter,755,24,2,5,62,0,0,0,0
164,(Object)Adapter,755,23,2,3,56,0,0,0,0
165,(Object)Adapter,755,24,2,2,58,0,0,0,0
166,(Object)Adapter,755,23,2,2,56,0,0,0,0
167,(Object)Adapter,755,24,2,2,56,0,0,0,0
168,(Object)Adapter,755,23,2,2,57,0,0,0,0
169,(Object)Adapter,755,23,2,2,57,0,0,0,0
170,(Object)Adapter,755,24,2,2,58,0,0,0,0
171,(Object)Adapter,755,24,2,2,57,0,0,0,0
172,(Object)Adapter,755,28,2,4,62,0,0,0,0
173,(Object)Adapter,755,24,2,2,56,0,0,0,0
174,(Object)Adapter,755,23,2,2,56,0,0,0,0
175,(Object)Adapter,755,24,2,2,56,0,0,0,0
176,(Object)Adapter,755,23,2,2,57,0,0,0,0
177,(Object)Adapter,755,23,2,2,57,0,0,0,0
178,(Object)Adapter,755,24,2,2,58,0,0,0,0
179,(Object)Adapter,755,24,2,2,57,0,0,0,0
180,(Object)Adapter,755,28,2,4,62,0,0,0,0
181,(Object)Adapter,755,24,2,2,56,0,0,0,0
182,(Object)Adapter,755,24,2,2,58,0,0,0,0
183,(Object)Adapter,755,24,2,2,58,0,0,0,0
184,(Object)Adapter,756,23,2,5,59,0,0,0,0
185,(Object)Adapter,755,24,2,2,58,0,0,0,0
186,(Object)Adapter,755,23,2,2,58,0,0,0,0
187,(Object)Adapter,755,24,2,2,58,0,0,0,0
188,(Object)Adapter,755,24,2,2,59,0,0,0,0
189,(Object)Adapter,755,24,2,2,58,0,0,0,0
190,(Object)Adapter,755,23,2,2,57,0,0,0,0
191,(Object)Adapter,755,25,2,3,59,0,0,0,0
192,(Object)Adapter,755,25,2,3,58,0,0,0,0
193,(Object)Adapter,733,27,2,5,32,0,0,0,0
194,(Object)Adapter,733,27,2,5,32,0,0,0,0
195,(Object)Adapter,733,19,2,7,42,0,0,0,0
196,(Object)Adapter,733,20,2,7,42,0,0,0,0
197,(Object)Adapter,733,19,2,7,42,0,0,0,0
198,(Object)Adapter,733,20,2,7,42,0,0,0,0
199,(Object)Adapter,733,20,2,7,42,0,0,0,0
200,(Object)Adapter,733,20,2,7,40,0,0,0,0
201,(Object)Adapter,733,22,2,7,43,0,0,0,0
202,(Object)Adapter,733,22,2,7,43,0,0,0,0
203,(Object)Adapter,734,16,2,6,38,0,0,0,0
204,(Object)Adapter,734,16,2,6,34,0,0,0,0
205,(Object)Adapter,734,16,2,6,38,0,0,0,0
206,(Object)Adapter,46,52,2,23,4,0,0,0,0
207,(Object)Adapter,45,35,2,49,8,0,0,0,0
208,(Object)Adapter,25,20,2,9,12,0,0,0,0
209,(Object)Adapter,25,20,2,9,12,0,0,0,0
210,(Object)Adapter,25,16,2,8,12,0,0,0,0
211,(Object)Adapter,25,16,2,8,12,0,0,0,0
212,(Object)Adapter,25,17,2,8,12,0,0,0,0
213,(Object)Adapter,25,17,2,8,12,0,0,0,0
214,(Object)Adapter,25,16,2,8,12,0,0,0,0
215,(Object)Adapter,25,16,2,8,12,0,0,0,0
216,(Object)Adapter,25,13,2,9,11,0,0,0,0
217,(Object)Adapter,25,13,2,9,11,0,0,0,0
218,(Object)Adapter,25,13,2,6,11,0,0,0,0
219,(Object)Adapter,25,13,2,6,11,0,0,0,0
220,(Object)Adapter,25,13,2,6,11,0,0,0,0
221,(Object)Adapter,25,13,2,6,11,0,0,0,0
222,(Object)Adapter,25,13,2,6,11,0,0,0,0
223,(Object)Adapter,25,13,2,6,11,0,0,0,0
224,(Object)Adapter,25,13,2,6,11,0,0,0,0
225,(Object)Adapter,25,13,2,6,11,0,0,0,0
226,(Object)Adapter,25,13,2,6,11,0,0,0,0
227,(Object)Adapter,25,13,2,6,11,0,0,0,0
228,(Object)Adapter,25,14,2,6,11,0,0,0,0
229,(Object)Adapter,25,14,2,6,11,0,0,0,0
230,(Object)Adapter,25,13,2,6,11,0,0,0,0
231,(Object)Adapter,25,13,2,6,11,0,0,0,0
232,(Object)Adapter,25,14,2,6,11,0,0,0,0
233,(Object)Adapter,25,14,2,6,11,0,0,0,0
234,(Object)Adapter,25,14,2,6,11,0,0,0,0
235,(Object)Adapter,25,14,2,6,11,0,0,0,0
236,(Object)Adapter,25,14,2,6,11,0,0,0,0
237,(Object)Adapter,25,14,2,6,11,0,0,0,0
238,(Object)Adapter,25,13,2,12,11,0,0,0,0
239,(Object)Adapter,25,13,2,12,11,0,0,0,0
240,(Object)Adapter,25,13,2,6,11,0,0,0,0
241,(Object)Adapter,25,13,2,6,11,0,0,0,0
242,(Object)Adapter,25,14,2,9,11,0,0,0,0
243,(Object)Adapter,25,14,2,9,11,0,0,0,0
244,(Object)Adapter,25,13,2,6,11,0,0,0,0
245,(Object)Adapter,25,13,2,6,11,0,0,0,0
246,(Object)Adapter,25,13,2,6,11,0,0,0,0
247,(Object)Adapter,25,13,2,6,11,0,0,0,0
248,(Object)Adapter,25,13,2,6,11,0,0,0,0
249,(Object)Adapter,25,13,2,6,11,0,0,0,0
250,(Object)Adapter,2,18,2,9,6,0,0,0,0
251,(Object)Adapter,2,19,2,9,11,0,0,0,0
252,(Object)Adapter,2,11,1,3,11,0,0,0,0
253,(Object)Adapter,755,24,2,2,52,0,0,0,0
254,(Object)Adapter,41,23,2,15,25,0,0,0,0
255,(Object)Adapter,135,47,2,49,46,0,0,0,0
256,(Object)Adapter,135,25,2,21,22,0,0,0,0
257,(Object)Adapter,5,94,2,52,39,1,0,0,1
258,(Object)Adapter,4,105,2,58,32,1,0,0,1
259,(Object)Adapter,135,91,2,65,30,13,0,9,4
260,(Object)Adapter,135,30,2,15,21,0,0,0,0
261,(Object)Adapter,135,44,2,47,42,0,0,0,0
262,(Object)Adapter,782,170,2,144,124,28,0,10,18
263,(Object)Adapter,111,169,2,146,144,28,0,10,18
264,(Object)Adapter,64,167,2,146,108,29,0,11,18
265,(Object)Adapter,62,168,2,149,101,28,0,10,18
266,(Object)Adapter,61,170,2,158,134,28,0,10,18
267,(Object)Adapter,38,22,2,14,33,0,0,0,0
268,(Object)Adapter,1,17,1,13,32,0,0,0,0
269,(Object)Adapter,602,23,2,24,37,0,0,0,0
270,(Object)Adapter,602,23,2,24,37,0,0,0,0
271,(Object)Adapter,602,50,2,16,31,0,0,0,0
272,(Object)Adapter,733,52,2,15,32,0,0,0,0
273,(Object)Adapter,60,28,2,25,53,0,0,0,0
274,(Object)Adapter,61,28,2,25,53,0,0,0,0
275,(Object)Adapter,61,166,2,149,99,28,0,10,18
276,(Object)Adapter,5,53,2,23,6,0,0,0,0
277,(Object)Adapter,4,50,2,28,13,1,0,1,0
278,(Object)Adapter,3,112,2,82,16,13,0,9,4
279,(Object)Adapter,2,68,2,19,5,4,0,2,2
280,(Object)Adapter,1,35,1,14,14,0,0,0,0
281,(Object)Adapter,3,53,2,19,4,1,0,0,1
282,(Object)Adapter,135,15,2,4,33,0,0,0,0
283,(Object)Adapter,18,29,2,11,45,0,0,0,0
284,(Object)Adapter,18,28,2,7,45,0,0,0,0
285,(Object)Adapter,19,29,2,12,17,0,0,0,0
286,(Object)Adapter,1,34,2,29,19,0,0,0,0
287,(Object)Adapter,3,34,2,37,17,0,0,0,0
288,(Object)Adapter,7,48,2,40,34,0,0,0,0
289,(Object)Adapter,7,50,2,46,33,0,0,0,0
290,(Object)Adapter,2,40,2,17,23,0,0,0,0
291,(Object)Adapter,733,45,2,15,35,0,0,0,0
292,(Object)Adapter,3,9,2,3,14,1,0,1,0
293,(Object)Adapter,5,8,2,2,3,0,0,0,0
294,(Object)Adapter,734,44,2,10,32,1,0,0,1
295,(Object)Adapter,1,49,2,50,20,0,0,0,0
296,(Object)Adapter,0,45,2,40,33,0,0,0,0
297,(Object)Adapter,118,42,2,50,50,2,0,2,0
298,(Object)Adapter,7,36,2,21,39,0,0,0,0
299,(Object)Adapter,7,37,2,27,39,0,0,0,0
300,(Object)Adapter,5,24,1,14,57,0,0,0,0
301,(Object)Adapter,4,14,2,13,42,0,0,0,0
302,(Object)Adapter,16,19,2,15,40,0,0,0,0
303,(Object)Adapter,1,14,2,5,41,0,0,0,0
304,(Object)Adapter,1,22,1,9,13,0,0,0,0
305,(Object)Adapter,1,20,1,8,11,0,0,0,0
306,(Object)Adapter,1,3,1,4,7,0,0,0,0
307,(Object)Adapter,1,9,1,7,17,0,0,0,0
308,(Object)Adapter,1,39,1,18,37,0,0,0,0
309,(Object)Adapter,40,12,2,3,5,0,0,0,0
310,(Object)Adapter,1,27,2,13,9,0,0,0,0
311,(Object)Adapter,1,27,2,16,15,0,0,0,0
312,(Object)Adapter,734,40,2,18,43,0,0,0,0
313,(Object)Adapter,134,19,2,19,18,0,0,0,0
314,(Object)Adapter,137,25,2,11,26,0,0,0,0
315,(Object)Adapter,140,12,2,2,19,15,5,1,9
316,(Object)Adapter,30,25,2,19,28,0,0,0,0
317,(Object)Adapter,30,27,2,25,29,0,0,0,0
318,(Object)Adapter,44,19,2,6,15,0,0,0,0
319,(Object)Adapter,44,16,2,15,16,0,0,0,0
320,(Object)Adapter,60,20,2,13,62,13,0,9,4
321,(Object)Adapter,603,15,2,12,46,13,0,9,4
322,(Object)Adapter,733,30,2,7,34,1,0,1,0
323,(Object)Adapter,43,30,2,7,11,0,0,0,0
324,(Object)Adapter,43,26,2,3,10,0,0,0,0
325,(Object)Adapter,43,22,2,2,10,0,0,0,0
326,(Object)Adapter,20,25,2,12,18,0,0,0,0
327,(Object)Adapter,16,35,2,25,12,0,0,0,0
328,(Object)Adapter,18,10,2,2,5,0,0,0,0
329,(Object)Adapter,2,21,2,13,17,0,0,0,0
330,(Object)Adapter,110,46,2,49,76,0,0,0,0
331,(Object)Adapter,166,167,2,145,103,28,0,10,18
332,(Object)Adapter,129,95,2,52,38,1,0,0,1
333,(Object)Adapter,734,17,2,8,31,11,0,0,10
334,(Object)Adapter,27,17,2,7,14,11,0,0,10
335,(Object)Adapter,13,16,2,2,12,11,0,0,10
336,(Object)Adapter,13,14,2,2,12,11,0,0,10
337,(Object)Adapter,61,175,2,153,100,28,0,10,18
338,(Object)Adapter,16,105,2,69,41,1,0,0,1
339,(Object)Adapter,0,33,1,41,11,0,0,0,0
340,(Object)Adapter,1,51,2,58,34,3,1,0,2
341,(Object)Adapter,60,11,2,5,46,2,0,2,0
342,(Object)Adapter,30,24,2,4,3,0,0,0,0
343,(Object)Adapter,118,52,2,57,49,2,0,2,0
344,(Object)Adapter,118,33,2,19,50,2,0,2,0
345,(Object)Adapter,4,34,1,30,21,0,0,0,0
346,(Object)Adapter,30,50,2,32,26,0,0,0,0
347,(Object)Adapter,30,16,2,5,9,0,0,0,0
348,(Object)Adapter,30,27,2,13,14,0,0,0,0
349,(Object)Adapter,30,40,2,41,17,0,0,0,0
350,(Object)Adapter,31,51,2,18,5,0,0,0,0
351,(Object)Adapter,30,7,2,2,4,0,0,0,0
352,(Object)Adapter,157,31,2,32,21,0,0,0,0
353,(Object)Adapter,162,55,2,24,38,1,0,0,1
354,(Object)Adapter,157,24,2,4,19,0,0,0,0
355,(Object)Adapter,157,20,2,1,17,0,0,0,0
356,(Object)Adapter,118,59,2,21,41,2,0,2,0
357,(Object)Adapter,135,7,2,1,16,0,0,0,0
358,(Object)Adapter,700,182,2,146,287,28,0,10,18
359,(Object)Adapter,666,110,2,53,223,1,0,0,1
360,(Object)Adapter,61,13,2,7,31,0,0,0,0
361,(Object)Adapter,61,13,2,9,31,0,0,0,0
362,(Object)Adapter,61,13,2,9,31,0,0,0,0
363,(Object)Adapter,61,13,2,7,31,0,0,0,0
364,(Object)Adapter,61,14,2,10,31,0,0,0,0
365,(Object)Adapter,61,13,2,9,31,0,0,0,0
366,(Object)Adapter,61,13,2,8,31,0,0,0,0
367,(Object)Adapter,61,13,2,7,31,0,0,0,0
368,(Object)Adapter,61,13,2,8,31,0,0,0,0
369,(Object)Adapter,61,13,2,7,31,0,0,0,0
370,(Object)Adapter,61,14,2,8,31,0,0,0,0
371,(Object)Adapter,61,14,2,8,31,0,0,0,0
372,(Object)Adapter,61,14,2,8,31,0,0,0,0
373,(Object)Adapter,61,14,2,8,31,0,0,0,0
374,(Object)Adapter,61,14,2,10,31,0,0,0,0
375,(Object)Adapter,61,13,2,7,31,0,0,0,0
376,(Object)Adapter,61,17,2,9,32,0,0,0,0
377,(Object)Adapter,61,17,2,10,32,0,0,0,0
378,(Object)Adapter,61,14,2,10,31,0,0,0,0
379,(Object)Adapter,61,13,2,7,31,0,0,0,0
380,(Object)Adapter,61,13,2,9,31,0,0,0,0
381,(Object)Adapter,61,13,2,7,31,0,0,0,0
382,(Object)Adapter,60,12,2,10,31,0,0,0,0
383,(Object)Adapter,61,13,2,9,31,0,0,0,0
384,(Object)Adapter,61,15,2,9,31,0,0,0,0
385,(Object)Adapter,61,14,2,10,31,0,0,0,0
386,(Object)Adapter,61,14,2,10,31,0,0,0,0
387,(Object)Adapter,61,12,2,7,30,0,0,0,0
388,(Object)Adapter,733,18,2,7,35,0,0,0,0
389,(Object)Adapter,733,18,2,7,35,0,0,0,0
390,(Object)Adapter,13,20,2,5,5,0,0,0,0
391,(Object)Adapter,13,13,2,2,4,0,0,0,0
392,(Object)Adapter,15,28,2,12,14,0,0,0,0
393,(Object)Adapter,14,18,2,2,6,0,0,0,0
394,(Object)Adapter,5,46,2,23,13,0,0,0,0
395,(Object)Adapter,5,43,2,17,12,0,0,0,0
396,(Object)Adapter,5,21,2,6,11,0,0,0,0
397,(Object)Adapter,2,23,2,9,7,0,0,0,0
398,(Object)Adapter,1,35,2,18,9,0,0,0,0
399,(Object)Adapter,157,23,2,4,18,0,0,0,0
400,(Object)Adapter,157,51,2,26,20,0,0,0,0
401,(Object)Adapter,157,65,2,17,18,4,0,2,2
402,(Object)Adapter,157,38,2,19,20,1,0,0,1
403,(Object)Adapter,157,32,2,44,23,0,0,0,0
404,(Object)Adapter,17,75,2,56,38,1,0,0,1
405,(Object)Adapter,11,81,2,58,40,1,0,0,1
406,(Object)Adapter,664,27,2,1,47,0,0,0,0
407,(Object)Adapter,664,26,2,1,45,0,0,0,0
408,(Object)Adapter,665,55,2,12,194,1,0,0,1
409,(Object)Adapter,17,25,2,27,42,0,0,0,0
410,(Object)Adapter,12,23,2,26,42,0,0,0,0
411,(Object)Adapter,66,117,2,36,73,6,0,3,2
412,(Object)Adapter,66,90,2,29,74,2,0,1,0
413,(Object)Adapter,755,35,2,12,61,0,0,0,0
414,(Object)Adapter,755,49,2,18,56,0,0,0,0
415,(Object)Adapter,755,46,2,12,55,0,0,0,0
416,(Object)Adapter,66,87,2,20,70,2,0,1,0
417,(Object)Adapter,67,95,2,33,78,3,0,1,1
418,(Object)Adapter,6,98,2,55,43,1,0,0,1
419,(Object)Adapter,154,166,2,142,162,28,0,10,18
420,(Object)Adapter,602,15,2,8,37,0,0,0,0
421,(Object)Adapter,38,16,2,4,17,0,0,0,0
422,(Object)Adapter,734,25,2,11,39,0,0,0,0
423,(Object)Adapter,60,11,2,5,46,0,0,0,0
424,(Object)Adapter,4,93,1,50,59,1,0,0,1
425,(Object)Adapter,57,56,2,47,52,10,0,5,5
426,(Object)Adapter,57,58,2,48,53,10,0,5,5
427,(Object)Adapter,58,57,2,40,49,10,0,5,5
428,(Object)Adapter,158,169,2,150,134,30,0,12,18
429,(Object)Adapter,10,61,2,47,33,0,0,0,0
430,(Object)Adapter,3,43,2,13,14,1,0,0,1
431,(Object)Adapter,40,46,2,6,51,0,0,0,0
432,(Object)Adapter,67,85,2,19,72,13,0,1,11
433,(Object)Adapter,57,55,2,41,48,10,0,5,5
434,(Object)Adapter,57,61,2,55,52,14,0,7,7
435,(Object)Adapter,3,19,2,14,20,0,0,0,0
436,(Object)Adapter,2,16,1,8,16,0,0,0,0
437,(Object)Adapter,665,39,2,14,202,0,0,0,0
438,(Object)Adapter,666,31,2,13,205,13,0,9,4
439,(Object)Adapter,666,22,2,5,193,2,0,2,0
440,(Object)Adapter,5,15,2,10,4,0,0,0,0
441,(Object)Adapter,1,4,2,5,8,0,0,0,0
442,(Object)Adapter,2,14,2,6,6,0,0,0,0
443,(Object)Adapter,2,8,2,5,5,0,0,0,0
444,(Object)Adapter,1,5,2,3,5,0,0,0,0
445,(Object)Adapter,1,5,2,3,5,0,0,0,0
446,(Object)Adapter,3,13,2,6,7,0,0,0,0
447,(Object)Adapter,2,12,1,6,6,0,0,0,0
448,(Object)Adapter,1,21,1,11,5,0,0,0,0
449,(Object)Adapter,3,44,1,43,5,1,0,1,0
450,(Object)Adapter,3,44,1,43,5,1,0,1,0
451,(Object)Adapter,3,44,1,43,5,1,0,1,0
452,(Object)Adapter,1,18,1,23,15,0,0,0,0
453,(Object)Adapter,2,18,1,23,15,0,0,0,0
454,(Object)Adapter,1,8,1,5,16,0,0,0,0
455,(Object)Adapter,11,78,2,47,30,2,0,0,2
456,(Object)Adapter,29,38,2,14,12,0,0,0,0
457,(Object)Adapter,755,32,2,3,54,0,0,0,0
458,(Object)Adapter,755,37,2,7,55,0,0,0,0
459,(Object)Adapter,755,33,2,6,54,0,0,0,0
460,(Object)Adapter,48,7,2,4,48,0,0,0,0
461,(Object)Adapter,48,7,2,4,49,0,0,0,0
462,(Object)Adapter,58,60,2,57,51,10,0,5,5
463,(Object)Adapter,59,60,2,57,51,10,0,5,5
464,(Object)Adapter,4,55,2,25,28,0,0,0,0
465,(Object)Adapter,14,37,2,44,9,0,0,0,0
