Instance ID,Pattern,mg-ca,mg-ce,Number of Classes,cg-na,cg-npm,TD,Minor,Major,Critical
1262,State,666,31,2,13,205,13,0,9,4
1263,State,666,22,2,5,193,2,0,2,0
1264,State,755,27,2,5,55,0,0,0,0
1265,State,3,44,1,43,5,1,0,1,0
1266,State,3,44,1,43,5,1,0,1,0
1267,State,3,44,1,43,5,1,0,1,0
1268,State,5,18,2,7,9,0,0,0,0
1269,State,5,21,2,5,9,0,0,0,0
1270,State,78,166,2,141,105,28,0,10,18
1271,State,45,57,2,29,70,0,0,0,0
1272,State,43,36,2,7,51,1,0,0,1
1273,State,755,32,2,3,54,0,0,0,0
1274,State,755,37,2,7,55,0,0,0,0
1275,State,755,25,2,7,57,0,0,0,0
1276,State,755,27,2,7,56,0,0,0,0
1277,State,755,35,2,13,58,0,0,0,0
1278,State,755,33,2,6,54,0,0,0,0
1279,State,755,32,2,11,56,0,0,0,0
1280,State,116,25,2,10,32,0,0,0,0
1281,State,48,7,2,4,48,0,0,0,0
1282,State,48,7,2,4,49,0,0,0,0
1283,State,23,36,2,24,42,0,0,0,0
1284,State,13,28,1,21,13,0,0,0,0
1285,State,12,28,2,29,13,0,0,0,0
1286,State,4,19,2,26,7,0,0,0,0
1287,State,160,37,2,8,35,1,0,0,1
1288,State,157,46,2,12,18,0,0,0,0
1289,State,72,7,2,1,7,0,0,0,0
1290,State,88,176,2,141,147,28,0,10,18
1291,State,70,84,2,20,63,2,0,1,0
1292,State,19,56,2,24,37,1,0,0,1
1293,State,64,15,2,9,16,1,0,0,1
1294,State,64,11,2,7,15,1,0,0,1
1295,State,64,25,2,10,17,1,0,0,1
1296,State,64,32,2,8,17,1,0,0,1
1297,State,64,20,2,11,16,1,0,0,1
1298,State,64,17,2,10,16,1,0,0,1
1299,State,64,26,2,11,16,1,0,0,1
1300,State,64,21,2,10,16,1,0,0,1
1301,State,64,21,2,11,16,1,0,0,1
1302,State,64,17,2,10,16,1,0,0,1
1303,State,64,19,2,14,18,1,0,0,1
1304,State,64,22,2,10,20,1,0,0,1
1305,State,64,13,2,8,21,1,0,0,1
1306,State,64,20,2,8,20,1,0,0,1
1307,State,64,17,2,17,20,1,0,0,1
1308,State,64,15,2,14,21,1,0,0,1
1309,State,65,14,2,10,21,1,0,0,1
1310,State,64,17,2,10,20,1,0,0,1
1311,State,64,29,2,7,13,1,0,0,1
1312,State,64,34,2,14,16,1,0,0,1
1313,State,64,42,2,17,21,1,0,0,1
1314,State,149,20,2,2,26,0,0,0,0
1315,State,14,26,2,4,14,0,0,0,0
1316,State,72,17,2,11,22,1,0,0,1
1317,State,756,21,2,5,54,0,0,0,0
1318,State,109,17,2,11,77,6,0,6,0
1319,State,109,20,2,13,77,5,0,5,0
1320,State,109,17,2,8,77,0,0,0,0
1321,State,64,31,2,16,16,1,0,0,1
1322,State,65,19,2,9,17,1,0,0,1
1323,State,65,21,2,9,16,1,0,0,1
1324,State,64,27,2,15,18,1,0,0,1
1325,State,65,13,2,8,16,1,0,0,1
1326,State,65,25,2,13,16,1,0,0,1
1327,State,65,19,2,11,16,1,0,0,1
1328,State,36,45,2,48,13,0,0,0,0
1329,State,35,10,2,2,8,0,0,0,0
1330,State,34,11,2,3,6,0,0,0,0
1331,State,38,9,2,2,6,0,0,0,0
1332,State,116,10,2,5,12,0,0,0,0
1333,State,116,9,2,6,11,0,0,0,0
1334,State,8,73,2,12,12,2,0,0,2
1335,State,7,71,2,10,13,2,0,0,2
1336,State,7,11,2,7,11,0,0,0,0
1337,State,38,36,2,9,5,0,0,0,0
1338,State,36,33,2,11,9,0,0,0,0
1339,State,36,30,2,15,3,2,1,0,1
1340,State,37,5,2,3,6,0,0,0,0
1341,State,14,82,2,21,37,1,0,0,1
1342,State,12,2,2,16,2,0,0,0,0
1343,State,12,25,2,8,12,0,0,0,0
1344,State,12,17,2,14,6,0,0,0,0
1345,State,12,15,2,5,12,0,0,0,0
1346,State,13,19,2,6,13,0,0,0,0
1347,State,5,79,2,21,11,1,0,0,1
1348,State,5,7,2,1,6,0,0,0,0
1349,State,11,2,2,5,6,0,0,0,0
1350,State,11,4,2,6,3,0,0,0,0
1351,State,11,4,2,3,6,0,0,0,0
1352,State,15,4,2,6,6,0,0,0,0
1353,State,4,3,1,2,6,0,0,0,0
1354,State,13,40,2,25,38,1,0,0,1
1355,State,2,20,2,0,12,18,1,13,4
1356,State,158,71,2,12,23,2,0,0,2
1357,State,157,36,2,9,19,0,0,0,0
1358,State,158,42,2,23,23,1,0,0,1
1359,State,157,70,2,10,22,2,0,0,2
1360,State,665,57,2,13,214,1,0,0,1
1361,State,151,121,2,116,42,5,0,2,3
1362,State,192,166,2,141,93,28,0,10,18
1363,State,158,92,2,48,45,1,0,0,1
1364,State,188,84,2,19,81,2,0,1,0
1365,State,14,14,2,8,11,0,0,0,0
1366,State,35,14,2,5,10,0,0,0,0
1367,State,13,34,2,28,13,0,0,0,0
1368,State,13,32,2,6,11,0,0,0,0
1369,State,110,14,2,8,73,0,0,0,0
1370,State,7,11,2,9,17,0,0,0,0
1371,State,3,8,2,16,12,0,0,0,0
1372,State,14,36,2,30,14,1,0,0,1
1373,State,3,119,2,116,31,5,0,2,3
1374,State,158,1,2,0,17,1,1,0,0
1375,State,158,1,2,0,17,10,5,5,0
1376,State,157,34,2,14,21,1,0,0,1
1377,State,687,103,2,24,257,2,0,1,0
1378,State,10,32,2,28,17,0,0,0,0
1379,State,756,20,2,11,60,0,0,0,0
1380,State,755,21,2,3,59,0,0,0,0
1381,State,36,3,2,3,1,2,0,1,0
1382,State,35,51,2,26,4,0,0,0,0
1383,State,36,65,2,17,2,4,0,2,2
1384,State,36,38,2,19,3,1,0,0,1
1385,State,36,49,2,18,2,0,0,0,0
1386,State,35,43,2,32,20,0,0,0,0
1387,State,35,33,2,41,11,0,0,0,0
1388,State,49,119,2,116,79,5,0,2,3
1389,State,59,56,2,24,71,1,0,0,1
1390,State,51,36,2,25,56,1,0,0,1
1391,State,50,39,2,24,55,0,0,0,0
1392,State,81,8,2,5,3,0,0,0,0
1393,State,50,35,2,25,8,1,0,0,1
1394,State,50,14,2,3,7,0,0,0,0
1395,State,50,19,2,6,9,0,0,0,0
1396,State,4,12,2,9,12,0,0,0,0
1397,State,56,16,2,6,10,0,0,0,0
1398,State,56,13,2,15,11,0,0,0,0
1399,State,55,24,2,12,34,0,0,0,0
1400,State,158,26,2,8,23,0,0,0,0
1401,State,22,7,2,13,26,0,0,0,0
1402,State,711,70,2,42,237,10,0,5,5
1403,State,9,45,2,43,25,1,0,1,0
1404,State,50,26,2,10,4,0,0,0,0
1405,State,49,26,2,11,8,0,0,0,0
1406,State,49,24,2,11,3,0,0,0,0
1407,State,110,38,2,10,69,0,0,0,0
1408,State,38,21,2,20,15,0,0,0,0
1409,State,38,21,2,20,15,0,0,0,0
1410,State,9,5,2,1,1,0,0,0,0
1411,State,149,22,2,5,19,0,0,0,0
1412,State,149,20,2,7,19,0,0,0,0
1413,State,159,17,2,11,26,0,0,0,0
1414,State,159,19,2,17,26,0,0,0,0
1415,State,3,45,2,19,6,0,0,0,0
1416,State,179,19,2,10,29,0,0,0,0
1417,State,11,6,2,2,1,0,0,0,0
1418,State,7,3,2,2,9,0,0,0,0
1419,State,7,36,2,12,18,0,0,0,0
1420,State,110,13,2,8,74,0,0,0,0
1421,State,32,88,2,64,17,13,0,9,4
1422,State,176,20,1,16,25,0,0,0,0
1423,State,35,11,2,4,5,0,0,0,0
1424,State,35,13,2,6,9,0,0,0,0
1425,State,35,13,2,5,9,0,0,0,0
1426,State,35,11,2,3,5,0,0,0,0
1427,State,57,42,2,29,25,0,0,0,0
1428,State,52,47,2,21,22,0,0,0,0
1429,State,8,29,2,8,5,1,0,1,0
1430,State,61,21,2,17,30,0,0,0,0
1431,State,66,166,2,141,102,28,0,10,18
1432,State,5,15,2,10,14,6,0,6,0
1433,State,4,18,2,12,14,5,0,5,0
1434,State,13,28,2,16,5,0,0,0,0
1435,State,755,28,2,4,57,0,0,0,0
1436,State,755,27,2,5,57,0,0,0,0
1437,State,55,21,2,6,5,0,0,0,0
1438,State,55,22,2,7,6,0,0,0,0
1439,State,55,22,2,8,6,0,0,0,0
1440,State,56,15,2,12,9,0,0,0,0
1441,State,383,16,2,4,44,0,0,0,0
1442,State,6,57,2,14,10,0,0,0,0
1443,State,31,10,2,4,7,0,0,0,0
1444,State,204,51,2,37,59,10,0,5,5
1445,State,15,17,2,5,13,0,0,0,0
1446,State,7,3,2,3,7,0,0,0,0
1447,State,110,18,2,9,70,0,0,0,0
1448,State,35,34,2,14,8,1,0,0,1
1449,State,41,49,2,6,54,0,0,0,0
1450,State,3,34,2,13,10,0,0,0,0
1451,State,41,59,2,15,58,0,0,0,0
1452,State,180,14,2,5,31,15,5,1,9
1453,State,182,50,2,44,25,1,0,1,0
1454,State,157,31,2,23,109,0,0,0,0
1455,State,157,14,2,7,26,0,0,0,0
1456,State,158,10,2,7,22,0,0,0,0
1457,State,157,35,2,17,36,0,0,0,0
1458,State,158,34,2,21,21,0,0,0,0
1459,State,159,6,2,4,21,0,0,0,0
1460,State,158,6,2,4,20,0,0,0,0
1461,State,669,96,2,26,198,1,0,0,1
1462,State,158,77,2,21,19,1,0,0,1
1463,State,41,48,2,14,53,0,0,0,0
1464,State,158,1,2,0,17,0,0,0,0
1465,State,14,2,2,3,2,1,0,1,0
1466,State,15,44,2,48,10,0,0,0,0
1467,State,14,10,2,10,7,0,0,0,0
1468,State,85,3,2,1,2,0,0,0,0
1469,State,10,71,2,11,12,6,0,1,5
1470,State,158,135,2,391,29,4,1,0,3
1471,State,63,166,2,141,99,28,0,10,18
1472,State,158,34,2,14,32,0,0,0,0
1473,State,2,13,2,9,12,0,0,0,0
1474,State,158,34,2,12,23,0,0,0,0
1475,State,40,44,2,14,50,1,0,1,0
1476,State,158,57,2,14,22,0,0,0,0
1477,State,159,34,2,15,28,0,0,0,0
1478,State,66,7,2,0,26,21,12,8,1
1479,State,66,7,2,0,26,21,12,8,1
1480,State,35,35,2,17,20,0,0,0,0
1481,State,159,44,2,43,21,1,0,1,0
1482,State,5,0,2,0,1,1,0,1,0
1483,State,158,16,2,5,18,0,0,0,0
1484,State,157,16,2,10,18,0,0,0,0
1485,State,8,14,2,15,5,0,0,0,0
1486,State,18,3,2,1,4,0,0,0,0
1487,State,48,28,2,18,54,0,0,0,0
1488,State,82,6,2,1,3,0,0,0,0
1489,State,79,7,2,1,3,0,0,0,0
1490,State,35,17,2,13,44,0,0,0,0
1491,State,35,21,2,13,43,0,0,0,0
1492,State,5,135,2,391,12,4,1,0,3
1493,State,159,64,2,8,27,1,0,0,1
1494,State,666,54,2,20,205,0,0,0,0
1495,State,6,32,2,28,10,0,0,0,0
1496,State,7,34,2,15,16,0,0,0,0
1497,State,50,9,2,7,7,0,0,0,0
1498,State,16,14,2,1,22,0,0,0,0
1499,State,7,92,2,48,34,1,0,0,1
1500,State,17,24,2,10,24,1,0,1,0
1501,State,3,11,1,4,6,0,0,0,0
1502,State,159,11,2,1,18,0,0,0,0
1503,State,50,5,2,1,3,0,0,0,0
1504,State,383,12,2,1,38,0,0,0,0
1505,State,755,24,2,8,54,0,0,0,0
1506,State,41,30,2,1,50,0,0,0,0
1507,State,58,6,2,13,17,0,0,0,0
1508,State,159,52,2,38,111,10,0,5,5
1509,State,106,51,2,37,45,10,0,5,5
1510,State,3,15,2,8,6,0,0,0,0
1511,State,158,27,2,18,23,0,0,0,0
1512,State,2,27,2,18,7,0,0,0,0
1513,State,11,71,2,12,8,2,0,0,2
1514,State,50,70,2,10,6,2,0,0,2
1515,State,16,44,2,43,7,1,0,1,0
1516,State,7,24,2,14,43,0,0,0,0
1517,State,157,16,2,2,19,0,0,0,0
1518,State,158,23,2,4,20,1,0,1,0
1519,State,44,22,2,20,35,0,0,0,0
1520,State,5,1,2,0,1,1,0,0,1
1521,State,5,1,2,0,1,1,0,0,1
1522,State,14,1,2,0,5,1,0,0,1
1523,State,5,24,2,6,2,0,0,0,0
1524,State,53,8,2,13,67,0,0,0,0
1525,State,12,40,2,46,25,0,0,0,0
1526,State,89,166,2,141,102,28,0,10,18
1527,State,11,6,2,3,6,0,0,0,0
1528,State,38,17,2,10,5,1,0,1,0
1529,State,38,44,2,43,6,1,0,1,0
66,State,228,47,2,15,50,8,3,2,2
67,State,226,40,2,12,47,9,4,1,2
68,State,226,38,2,13,45,4,1,0,2
69,State,226,39,2,11,55,8,1,3,3
70,State,226,40,2,10,49,6,1,1,3
71,State,226,32,2,12,45,3,0,1,1
72,State,226,26,2,9,42,5,0,1,3
73,State,226,25,2,8,42,4,0,0,3
74,State,226,50,2,9,49,7,1,2,3
75,State,227,51,2,8,51,13,1,7,4
76,State,226,41,2,10,49,3,0,1,1
77,State,57,24,2,11,35,5,0,4,1
78,State,53,8,2,0,12,4,1,2,1
79,State,113,60,2,13,53,10,4,4,2
80,State,137,37,2,15,58,4,0,2,2
81,State,137,42,2,14,61,0,0,0,0
82,State,56,28,2,7,31,6,1,3,2
83,State,138,50,2,21,61,7,1,5,1
84,State,138,22,2,10,55,4,1,2,1
85,State,68,72,2,23,43,0,0,0,0
86,State,28,23,2,5,21,5,0,3,2
87,State,28,31,2,4,21,1,0,1,0
88,State,137,58,2,12,55,0,0,0,0
89,State,76,92,2,30,75,41,6,12,23
90,State,57,14,2,10,42,3,2,1,0
91,State,28,27,2,4,19,6,0,6,0
92,State,28,21,2,3,19,6,0,5,1
93,State,28,24,2,3,22,4,0,2,2
94,State,28,20,2,3,22,3,0,2,1
95,State,36,41,2,11,28,6,3,2,1
96,State,38,37,2,6,34,23,3,10,8
97,State,130,33,2,11,25,9,1,1,7
98,State,130,24,2,9,23,3,0,0,3
99,State,130,25,2,9,23,3,0,0,3
100,State,130,24,2,12,23,1,0,0,1
101,State,130,25,2,12,23,1,0,0,1
102,State,131,16,2,7,23,67,3,52,12
103,State,131,16,2,7,23,1,0,0,1
104,State,131,16,2,7,23,1,0,0,1
105,State,131,18,2,7,24,1,0,0,1
106,State,12,10,2,8,23,3,1,1,0
107,State,12,19,2,5,18,4,0,1,3
108,State,12,12,2,3,17,0,0,0,0
109,State,13,52,2,25,18,24,1,16,7
110,State,13,47,2,20,18,17,1,10,6
111,State,13,44,2,14,18,19,1,11,7
112,State,36,34,2,6,29,1,0,1,0
113,State,58,22,2,9,36,17,5,5,7
114,State,57,38,2,11,33,13,0,4,9
115,State,28,38,2,6,24,1,1,0,0
116,State,131,92,2,28,38,1,0,0,1
117,State,130,21,2,7,25,2,0,0,2
118,State,130,23,2,7,26,2,0,0,2
119,State,6,32,2,20,21,12,3,7,2
120,State,113,96,2,30,105,41,6,12,23
121,State,21,8,2,3,5,3,1,1,1
122,State,114,16,2,0,50,2,0,2,0
123,State,38,39,2,11,18,8,4,2,1
124,State,143,31,2,15,59,0,0,0,0
125,State,22,34,2,6,28,22,2,10,8
126,State,11,38,2,24,25,14,4,3,6
127,State,133,96,2,35,80,42,6,12,24
128,State,3,89,2,12,23,0,0,0,0
129,State,130,70,2,11,29,1,0,0,1
130,State,130,65,2,12,33,1,0,0,1
131,State,131,76,2,15,37,1,0,0,1
132,State,130,62,2,11,33,1,0,0,1
133,State,4,37,2,9,22,26,5,11,10
134,State,2,6,2,6,4,2,1,1,0
135,State,130,22,2,10,27,1,0,0,1
136,State,12,35,2,14,27,11,3,2,6
137,State,9,24,2,6,21,4,3,1,0
138,State,6,33,2,9,20,2,1,0,1
139,State,32,32,2,6,17,3,1,1,0
140,State,10,5,2,0,6,3,1,2,0
141,State,9,20,2,5,18,8,5,3,0
142,State,5,34,2,9,20,1,0,0,1
143,State,29,5,2,0,14,5,3,2,0
144,State,12,16,2,8,32,8,2,3,2
145,State,226,25,2,6,41,2,0,0,1
146,State,10,3,2,0,4,2,0,2,0
