Class,Patterns,cg-na,cg-npm
io.questdb.griffin.engine.functions.groupby.CountDistinctLong256GroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.catalogue.FlushQueryCacheFunctionFactory,"State, Factory Method, Decorator",7,8
io.questdb.griffin.engine.functions.cast.CastFloatToCharFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.groupby.FirstDoubleGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.lt.LtDoubleVVFunctionFactory,"State, Factory Method, Decorator",2,12
io.questdb.griffin.engine.functions.cast.CastFloatToDoubleFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.cast.CastIntToLongFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastStrToByteFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.lt.LtLong256FunctionFactory,"State, Factory Method, Decorator",2,12
io.questdb.griffin.engine.functions.cast.CastBooleanToLong256FunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastLongToIntFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastLongToLong256FunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastStrToTimestampFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.eq.EqCharCharFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.geohash.GeoHashFromCoordinatesFunctionFactory,"State, Factory Method, Decorator",9,13
io.questdb.griffin.engine.functions.eq.EqUuidFunctionFactory,"State, Factory Method, Decorator",3,11
io.questdb.griffin.engine.functions.cast.CastSymbolToLong256FunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.math.LnDoubleFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.lock.AdvisoryUnlockAll,"Factory Method, Decorator",0,18
io.questdb.griffin.engine.functions.math.SqrtDoubleFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.cast.CastLongToDateFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.cast.CastDateToLong256FunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastIntToShortFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.catalogue.DumpThreadStacksFunctionFactory,"State, Factory Method, Decorator",8,11
io.questdb.griffin.engine.functions.groupby.LastDoubleGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.str.StartsWithStrFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.groupby.MinTimestampGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastTimestampToFloatFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.catalogue.IsTableVisibleCatalogueFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.groupby.LastIntGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.groupby.CountFloatGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.bool.InStrFunctionFactory,"State, Factory Method, Decorator",2,8
io.questdb.griffin.engine.functions.cast.CastCharToIntFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.math.AbsLongFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.lt.LtIntFunctionFactory,"State, Factory Method, Decorator",2,12
io.questdb.griffin.engine.functions.groupby.MaxStrGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastDoubleToIntFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.date.ToTimezoneTimestampFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.groupby.HaversineDistDegreeGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastGeoHashToGeoHashFunctionFactory,"State, Template Method, Factory Method, Decorator",24,32
io.questdb.griffin.engine.functions.cast.CastDoubleToCharFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.date.DayOfMonthFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.date.SystimestampFunctionFactory,"State, (Object)Adapter, Factory Method, Decorator",5,10
io.questdb.griffin.engine.functions.groupby.FirstSymbolGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.math.RemFloatFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.eq.EqBooleanFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.rnd.RndCharFunctionFactory,"(Object)Adapter, Factory Method, Decorator",4,9
io.questdb.griffin.engine.functions.lt.LtLongFunctionFactory,"State, Factory Method, Decorator",2,12
io.questdb.griffin.engine.functions.str.ToUppercaseFunctionFactory,"State, Factory Method, Decorator",3,10
io.questdb.griffin.engine.functions.groupby.CountStrGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.rnd.RndByteFunctionFactory,"(Object)Adapter, Factory Method, Decorator",6,9
io.questdb.griffin.engine.functions.str.ConcatFunctionFactory,"Factory Method, Decorator",3,6
io.questdb.griffin.engine.functions.groupby.MinDateGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.groupby.FirstByteGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.regex.RegexpReplaceStrFunctionFactory,"State, Factory Method, Decorator",14,12
io.questdb.griffin.engine.functions.groupby.FirstLongGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.date.DateTruncFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastBooleanToStrFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastSymbolToShortFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.groupby.MaxDateGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastStrToSymbolFunctionFactory,"State, Factory Method, Decorator",8,23
io.questdb.griffin.engine.functions.rnd.ListFunctionFactory,"(Object)Adapter, Factory Method, Decorator",6,21
io.questdb.griffin.engine.functions.rnd.RndIntCCFunctionFactory,"(Object)Adapter, Factory Method, Decorator",4,9
io.questdb.griffin.engine.functions.table.TouchTableFunctionFactory,"State, Factory Method, Decorator",16,18
io.questdb.griffin.engine.functions.str.RPadFunctionFactory,"State, Factory Method, Decorator",8,9
io.questdb.griffin.engine.functions.groupby.CountGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.rnd.RndUuidFunctionFactory,"(Object)Adapter, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.cast.CastDateToLongFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastSymbolToLongFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.date.ToStrTimestampFunctionFactory,"State, Factory Method, Decorator",16,15
io.questdb.griffin.engine.functions.math.SubTimestampFunctionFactory,"State, Factory Method, Decorator",2,10
io.questdb.griffin.engine.functions.eq.EqBinaryFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.test.TestMatchFunctionFactory,"Factory Method, Decorator",12,15
io.questdb.griffin.engine.functions.cast.CastDateToShortFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.groupby.CountDistinctLongGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.eq.EqIntFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.groupby.FirstDateGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.groupby.LastCharGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.groupby.CountDoubleGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastByteToFloatFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.groupby.SumLong256GroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.bool.BetweenTimestampFunctionFactory,"State, Factory Method, Decorator",6,12
io.questdb.griffin.engine.functions.cast.CastDoubleToBooleanFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastShortToLong256FunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.math.AbsShortFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.groupby.LastDateGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.math.Atan2DoubleFunctionFactory,"State, Factory Method, Decorator",5,7
io.questdb.griffin.engine.functions.bool.InSymbolFunctionFactory,"State, Factory Method, Decorator",8,10
io.questdb.griffin.engine.functions.groupby.LastSymbolGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastDateToStrFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.str.RPadStrFunctionFactory,"State, Factory Method, Decorator",9,10
io.questdb.griffin.engine.functions.groupby.KSumDoubleGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.rnd.RndDateFunctionFactory,"(Object)Adapter, Factory Method, Decorator",3,9
io.questdb.griffin.engine.functions.eq.EqSymCharFunctionFactory,"State, Factory Method, Decorator",2,11
io.questdb.griffin.engine.functions.cast.VarcharCastHelperFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastStrToDateFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.math.NegLongFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.groupby.FirstGeoHashGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastLongToStrFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.table.ReaderPoolFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.groupby.CountDistinctSymbolGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.str.ReplaceStrFunctionFactory,"State, Factory Method, Decorator",9,8
io.questdb.griffin.engine.functions.date.NowFunctionFactory,"State, (Object)Adapter, Factory Method, Decorator",5,16
io.questdb.griffin.engine.functions.cast.CastStrToIntFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.rnd.RndIntFunctionFactory,"(Object)Adapter, Factory Method, Decorator",4,9
io.questdb.griffin.engine.functions.regex.MatchCharFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.groupby.MaxIntGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastByteToBooleanFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.math.RoundDownDoubleFunctionFactory,"State, Factory Method, Decorator",6,13
io.questdb.griffin.engine.functions.str.LTrimFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.rnd.RndDoubleCCFunctionFactory,"(Object)Adapter, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.eq.EqLong128FunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastSymbolToCharFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.cast.CastDateToByteFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.groupby.MaxTimestampGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.math.NegDoubleFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.rnd.RndLongFunctionFactory,"(Object)Adapter, Factory Method, Decorator",4,9
io.questdb.griffin.engine.functions.cast.CastBooleanToSymbolFunctionFactory,"State, Factory Method, Decorator",2,21
io.questdb.griffin.engine.functions.math.SinDoubleFunctionFactory,"State, Factory Method, Decorator",4,8
io.questdb.griffin.engine.functions.bool.InUuidFunctionFactory,"State, Factory Method, Decorator",2,8
io.questdb.griffin.engine.functions.groupby.LastByteGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.math.DivLongFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.groupby.FirstFloatGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.groupby.MinBooleanGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastByteToTimestampFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastStrToGeoHashFunctionFactory,"State, Factory Method, Decorator",3,15
io.questdb.griffin.engine.functions.str.ToLowercaseFunctionFactory,"State, Factory Method, Decorator",3,10
io.questdb.griffin.engine.functions.date.YearFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.catalogue.TypeOfFunctionFactory,"State, (Object)Adapter, Factory Method, Decorator",10,8
io.questdb.griffin.engine.functions.math.AcosDoubleFunctionFactory,"State, Factory Method, Decorator",4,8
io.questdb.griffin.engine.functions.catalogue.PgGetPartKeyDefFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.groupby.MinDoubleGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastDoubleToByteFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.conditional.NullIfStrFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.cast.CastByteToShortFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.cast.CastFloatToShortFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.cast.CastDateToBooleanFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.math.RoundHalfEvenDoubleFunctionFactory,"State, Factory Method, Decorator",12,13
io.questdb.griffin.engine.functions.str.LengthStrFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.cast.CastBooleanToDoubleFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.math.NegFloatFunctionFactory,"State, Factory Method, Decorator",1,9
io.questdb.griffin.engine.functions.rnd.RndLogFunctionFactory,"Factory Method, Decorator",3,6
io.questdb.griffin.engine.functions.cast.CastStrToUuidFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.rnd.RndShortCCFunctionFactory,"(Object)Adapter, Factory Method, Decorator",3,9
io.questdb.griffin.engine.functions.math.MulLongFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.math.BitwiseNotIntFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.cast.CastShortToBooleanFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.eq.EqByteFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastStrToBooleanFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.catalogue.CurrentUserFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.table.TableColumnsFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.date.SecondOfMinuteFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.rnd.RndSymbolFunctionFactory,"(Object)Adapter, Factory Method, Decorator",8,23
io.questdb.griffin.engine.functions.math.RadiansDoubleFunctionFactory,"State, Factory Method, Decorator",4,8
io.questdb.griffin.engine.functions.groupby.CountGeoHashGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastLong256ToLongFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.test.TestDataUnavailableFunctionFactory,"State, Factory Method, Decorator",10,11
io.questdb.griffin.engine.functions.cast.CastDoubleToLongFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastLongToCharFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.math.AddFloatFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.groupby.FirstCharGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastSymbolToIntFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.groupby.FirstIntGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.date.AddLongToTimestampFunctionFactory,"State, Factory Method, Decorator",2,10
io.questdb.griffin.engine.functions.bool.AllNotEqStrFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.cast.CastFloatToByteFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.cast.CastCharToShortFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.cast.CastBooleanToFloatFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.str.LPadStrFunctionFactory,"State, Factory Method, Decorator",9,10
io.questdb.griffin.engine.functions.math.FloorDoubleFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.math.DivFloatFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.math.DivDoubleFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.cast.CastUuidToStrFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastByteToCharFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.cast.CastShortToLongFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.str.SplitPartCharFunctionFactory,"Template Method, Factory Method, Decorator, Bridge",16,21
io.questdb.griffin.engine.functions.groupby.CountSymbolGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.bin.Base64FunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.math.BitwiseOrIntFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.lt.LtTimestampFunctionFactory,"State, Factory Method, Decorator",2,12
io.questdb.griffin.engine.functions.rnd.RndBooleanFunctionFactory,"(Object)Adapter, Factory Method, Decorator",4,9
io.questdb.griffin.engine.functions.cast.CastShortToStrFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.groupby.MinStrGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.long128.LongsToLong128FunctionFactory,"State, Factory Method, Decorator",2,11
io.questdb.griffin.engine.functions.groupby.LastGeoHashGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.groupby.NSumDoubleGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.math.PowDoubleFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.cast.CastFloatToTimestampFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.array.IntArrayDereferenceHackFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastIntToCharFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.date.IsLeapYearFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.cast.CastByteToLongFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastByteToLong256FunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastCharToBooleanFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastSymbolToTimestampFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastTimestampToByteFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.cast.CastSymbolToDateFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.cast.CastDateToFloatFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.math.RoundUpDoubleFunctionFactory,"State, Factory Method, Decorator",12,13
io.questdb.griffin.engine.functions.cast.CastTimestampToLong256FunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastFloatToDateFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.catalogue.PgGetSITExprFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.math.BitwiseAndIntFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.math.DegreesDoubleFunctionFactory,"State, Factory Method, Decorator",4,8
io.questdb.griffin.engine.functions.math.AsinDoubleFunctionFactory,"State, Factory Method, Decorator",4,8
io.questdb.griffin.engine.functions.groupby.StdDevSampleDoubleGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastCharToByteFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.math.CeilFloatFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.cast.CastShortToTimestampFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastLongToBooleanFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastTimestampToDateFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.groupby.FirstUuidGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastStrToLong256FunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.eq.EqTimestampFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastLongToFloatFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.rnd.RndDoubleFunctionFactory,"(Object)Adapter, Factory Method, Decorator",4,9
io.questdb.griffin.engine.functions.rnd.RndShortFunctionFactory,"(Object)Adapter, Factory Method, Decorator",4,9
io.questdb.griffin.engine.functions.NegatingFunctionFactory,"Factory Method, Decorator",6,5
io.questdb.griffin.engine.functions.cast.CastIntToDoubleFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.bool.InCharFunctionFactory,"State, Factory Method, Decorator",2,8
io.questdb.griffin.engine.functions.groupby.IsLongOrderedGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastStrToDoubleFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.date.MonthOfYearFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.math.CeilDoubleFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.catalogue.TxIDCurrentFunctionFactory,"Factory Method, Decorator",6,9
io.questdb.griffin.engine.functions.math.AddIntFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.cast.CastBooleanToIntFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.eq.EqStrFunctionFactory,"State, Factory Method, Decorator",3,13
io.questdb.griffin.engine.functions.groupby.LastFloatGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.date.TimestampDiffFunctionFactory,"State, (Object)Adapter, Factory Method, Decorator",27,23
io.questdb.griffin.engine.functions.date.DayOfWeekSundayFirstFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.groupby.FirstTimestampGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastDoubleToLong256FunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastTimestampToDoubleFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.math.RoundDoubleZeroScaleFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.cast.CastDateToSymbolFunctionFactory,"State, Factory Method, Decorator",10,24
io.questdb.griffin.engine.functions.cast.CastStrToLongFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.cast.CastStrToBinaryFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.groupby.CountDistinctStringGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.groupby.MaxCharGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.array.StrArrayDereferenceFunctionFactory,"State, Factory Method, Decorator",2,9
io.questdb.griffin.engine.functions.cast.CastLong256ToStrFunctionFactory,"State, Factory Method, Decorator",3,9
io.questdb.griffin.engine.functions.test.TestNPEFactory,"Factory Method, Decorator, Singleton",4,9
io.questdb.griffin.engine.functions.date.WeekOfYearFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.groupby.StringAggGroupByFunctionFactory,"State, (Object)Adapter, Factory Method, Decorator",15,35
io.questdb.griffin.engine.functions.cast.CastTimestampToIntFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.date.ToPgDateFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.table.MemoryMetricsFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.conditional.CoalesceFunctionFactory,"State, Factory Method, Decorator",24,28
io.questdb.griffin.engine.functions.groupby.MinLongGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.date.DayOfWeekFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.groupby.MinFloatGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.math.AtanDoubleFunctionFactory,"State, Factory Method, Decorator",4,8
io.questdb.griffin.engine.functions.cast.CastTimestampToBooleanFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.math.AddLong256FunctionFactory,"State, Factory Method, Decorator",4,11
io.questdb.griffin.engine.functions.date.MicrosOfSecondFunctionFactory,"State, Factory Method, Decorator",1,8
io.questdb.griffin.engine.functions.groupby.MinCharGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.test.TestSumXDoubleGroupByFunctionFactory,"Factory Method, Decorator",0,9
io.questdb.griffin.engine.functions.cast.CastCharToDoubleFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.cast.CastBooleanToDateFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.rnd.RndLong256FunctionFactory,"(Object)Adapter, Factory Method, Decorator",6,10
io.questdb.griffin.engine.functions.rnd.RndStringListFunctionFactory,"(Object)Adapter, Factory Method, Decorator",6,12
io.questdb.griffin.engine.functions.cast.CastTimestampToLongFunctionFactory,"Factory Method, Decorator",0,6
io.questdb.griffin.engine.functions.rnd.RndSymbolListFunctionFactory,"(Object)Adapter, Factory Method, Decorator",6,21
io.questdb.griffin.engine.functions.cast.CastByteToDoubleFunctionFactory,"State, Factory Method, Decorator",1,7
io.questdb.griffin.engine.functions.str.RightFunctionFactory,"State, Factory Method, Decorator",8,13
